node_a	node_b	shared	ref
1115	418	0	0
1115	2998	3	1
1115	3277	0	0
1115	1781	1	1
1115	9744	0	0
1115	9352	0	0
1115	8577	0	0
1115	11054	3	1
1115	363	2	1
1115	12306	0	0
4159	10534	4	1
4159	9074	0	0
4159	418	0	0
4159	2998	4	1
4159	3277	0	0
4159	1781	2	1
4159	9744	0	0
4159	9352	0	0
4159	8577	1	1
4159	11054	5	1
4159	363	3	1
4159	12306	0	0
10534	9074	1	1
10534	418	1	1
10534	2998	4	1
10534	3277	0	0
10534	1781	2	1
10534	9744	0	0
10534	9352	0	0
10534	8577	2	1
10534	11054	5	1
10534	363	3	1
10534	12306	0	0
9074	418	3	1
9074	2998	1	1
9074	3277	0	0
9074	1781	0	0
9074	9744	0	0
9074	9352	0	0
9074	8577	8	1
9074	11054	1	1
9074	363	0	0
9074	12306	0	0
418	2998	1	1
418	3277	0	0
418	1781	0	0
418	9744	1	1
418	9352	1	1
418	8577	2	1
418	11054	1	1
418	363	0	0
418	12306	0	0
2998	3277	0	0
2998	1781	2	1
2998	9744	0	0
2998	9352	0	0
2998	8577	1	1
2998	11054	5	1
2998	363	3	1
2998	12306	0	0
3277	1781	0	0
3277	9744	0	0
3277	9352	0	0
3277	8577	0	0
3277	11054	0	0
3277	363	0	0
3277	12306	0	0
1781	9744	0	0
1781	9352	0	0
1781	8577	0	0
1781	11054	2	1
1781	363	2	1
1781	12306	0	0
9744	9352	1	1
9744	8577	0	0
9744	11054	0	0
9744	363	0	0
9744	12306	0	0
9352	8577	0	0
9352	11054	0	0
9352	363	0	0
9352	12306	0	0
8577	11054	2	1
8577	363	0	0
8577	12306	0	0
11054	363	3	1
11054	12306	0	0
363	12306	0	0
